epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
73,2788.45,0.67816,0.44999,0.9394,0.91294,0.71337,0.78182,0.56596,0.80657,0.46841,0.94256,0.000289884,0.000289884,0.000289884
74,2826,0.67681,0.44138,0.93353,0.91401,0.70736,0.77939,0.55828,0.81078,0.47524,0.9461,0.000283994,0.000283994,0.000283994
75,2863.11,0.67956,0.44074,0.93496,0.90605,0.71045,0.78093,0.56667,0.80766,0.47665,0.95035,0.000278103,0.000278103,0.000278103
76,2899.72,0.67583,0.43856,0.93666,0.91216,0.71677,0.78605,0.56946,0.79189,0.46103,0.93894,0.000272212,0.000272212,0.000272212
77,2936.93,0.67696,0.44318,0.94068,0.91007,0.71466,0.78225,0.56275,0.79469,0.46653,0.94056,0.000266322,0.000266322,0.000266322
78,2974.55,0.67355,0.43846,0.93272,0.91973,0.70749,0.7804,0.56556,0.7916,0.4631,0.94599,0.000260431,0.000260431,0.000260431
79,3011.96,0.6784,0.44362,0.93166,0.92023,0.71611,0.78545,0.57288,0.7833,0.4562,0.93648,0.000254541,0.000254541,0.000254541
80,3048.8,0.66769,0.43706,0.93212,0.9201,0.71321,0.78457,0.57136,0.78035,0.45777,0.93634,0.000248651,0.000248651,0.000248651
81,3085.84,0.66538,0.42995,0.92943,0.92355,0.71607,0.78737,0.57534,0.77716,0.45126,0.93606,0.00024276,0.00024276,0.00024276
82,3123.21,0.66572,0.42986,0.92659,0.91541,0.71854,0.78704,0.57363,0.77647,0.45374,0.93541,0.000236869,0.000236869,0.000236869
83,3160.15,0.66003,0.42748,0.92617,0.91721,0.71444,0.78494,0.56647,0.79407,0.45559,0.9421,0.000230979,0.000230979,0.000230979
84,3197.27,0.67371,0.43554,0.92945,0.91457,0.71672,0.78473,0.57928,0.76734,0.4529,0.93382,0.000225089,0.000225089,0.000225089
85,3234.29,0.66143,0.42927,0.92648,0.91249,0.71437,0.78312,0.56953,0.78084,0.45679,0.94088,0.000219198,0.000219198,0.000219198
86,3271.29,0.6577,0.42393,0.92464,0.91769,0.70909,0.78193,0.56843,0.77603,0.44932,0.93338,0.000213307,0.000213307,0.000213307
87,3308.44,0.65298,0.42007,0.92316,0.91709,0.71828,0.78706,0.57582,0.78768,0.4562,0.9421,0.000207417,0.000207417,0.000207417
88,3345.24,0.65573,0.42568,0.9268,0.91154,0.71669,0.78617,0.57382,0.78072,0.44997,0.94111,0.000201527,0.000201527,0.000201527
89,3381.93,0.64718,0.41597,0.92246,0.91376,0.71748,0.78474,0.5715,0.78053,0.44869,0.9344,0.000195636,0.000195636,0.000195636
90,3418.61,0.65395,0.42254,0.92425,0.91257,0.72126,0.7894,0.57337,0.78783,0.45445,0.9437,0.000189745,0.000189745,0.000189745
91,3455.55,0.64402,0.41196,0.91787,0.91829,0.71498,0.78797,0.57262,0.77958,0.44833,0.94138,0.000183855,0.000183855,0.000183855
