epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
103,2909.94,0.57083,0.37351,0.9089,0.79096,0.61513,0.67148,0.4756,0.93602,0.74298,1.07184,0.000113169,0.000113169,0.000113169
104,2940.22,0.57916,0.37894,0.91159,0.79403,0.6132,0.66946,0.4707,0.93769,0.73296,1.07241,0.000107279,0.000107279,0.000107279
105,2969.66,0.56282,0.36918,0.90141,0.7781,0.61208,0.66551,0.46844,0.95501,0.74797,1.08214,0.000101388,0.000101388,0.000101388
106,2997.45,0.56779,0.37043,0.90894,0.79371,0.60862,0.66599,0.47244,0.9305,0.7529,1.0737,9.54975e-05,9.54975e-05,9.54975e-05
107,3025.11,0.55882,0.3649,0.90275,0.78429,0.61571,0.67031,0.47382,0.93099,0.73697,1.07145,8.9607e-05,8.9607e-05,8.9607e-05
108,3052.65,0.5689,0.37012,0.90503,0.79153,0.61719,0.67098,0.47289,0.93317,0.73624,1.07048,8.37165e-05,8.37165e-05,8.37165e-05
109,3080.11,0.55907,0.36449,0.90192,0.79192,0.61463,0.66994,0.47279,0.936,0.73778,1.07208,7.7826e-05,7.7826e-05,7.7826e-05
110,3107.72,0.5661,0.36976,0.90579,0.78727,0.61625,0.66765,0.46881,0.94808,0.7525,1.07324,7.19355e-05,7.19355e-05,7.19355e-05
111,3140.61,0.55183,0.3552,0.871,0.76178,0.60381,0.65637,0.46518,0.94567,0.76581,1.0854,6.6045e-05,6.6045e-05,6.6045e-05
112,3168.13,0.5251,0.33261,0.86219,0.77021,0.60537,0.66147,0.46748,0.93717,0.74949,1.08578,6.01545e-05,6.01545e-05,6.01545e-05
113,3195.94,0.52004,0.33018,0.86281,0.76289,0.60327,0.6566,0.46205,0.94972,0.76978,1.08928,5.4264e-05,5.4264e-05,5.4264e-05
114,3223.53,0.5159,0.32812,0.85881,0.76894,0.60812,0.65937,0.46226,0.93869,0.75484,1.082,4.83735e-05,4.83735e-05,4.83735e-05
115,3251.09,0.50688,0.32033,0.85801,0.77458,0.60694,0.66144,0.46763,0.93207,0.75877,1.08554,4.2483e-05,4.2483e-05,4.2483e-05
116,3279.03,0.50672,0.32129,0.85598,0.78146,0.61186,0.66479,0.4711,0.92901,0.75463,1.08165,3.65925e-05,3.65925e-05,3.65925e-05
117,3306.69,0.51306,0.32625,0.86466,0.78866,0.61054,0.66731,0.47297,0.92907,0.74491,1.0804,3.0702e-05,3.0702e-05,3.0702e-05
118,3334.57,0.50756,0.32074,0.85429,0.78686,0.61005,0.66407,0.46683,0.93506,0.74942,1.08459,2.48115e-05,2.48115e-05,2.48115e-05
119,3362.14,0.50485,0.31846,0.85515,0.78826,0.61228,0.66676,0.47159,0.92965,0.74133,1.08167,1.8921e-05,1.8921e-05,1.8921e-05
120,3389.52,0.50911,0.3214,0.86027,0.78822,0.6144,0.66763,0.47212,0.92724,0.74194,1.07998,1.30305e-05,1.30305e-05,1.30305e-05
