epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
72,2548.52,0.52132,0.33083,0.88705,0.88354,0.68204,0.74536,0.5149,0.91504,0.58318,1.15264,0.000212129,0.000212129,0.000212129
73,2603.84,0.51658,0.33294,0.88387,0.88562,0.67777,0.74083,0.50619,0.91655,0.58443,1.14809,0.000205061,0.000205061,0.000205061
74,2656.76,0.51903,0.3285,0.88143,0.88769,0.67827,0.74462,0.51377,0.91572,0.57849,1.14681,0.000197992,0.000197992,0.000197992
75,2697.15,0.51023,0.32669,0.87948,0.88352,0.67205,0.74279,0.50656,0.92998,0.58725,1.15192,0.000190924,0.000190924,0.000190924
76,2726.4,0.51532,0.3283,0.88239,0.88171,0.67357,0.73822,0.50563,0.92259,0.5821,1.14498,0.000183855,0.000183855,0.000183855
77,2746.43,0.50209,0.32745,0.87925,0.87882,0.67279,0.74078,0.50706,0.91954,0.57407,1.14503,0.000176786,0.000176786,0.000176786
78,2767.5,0.50449,0.31773,0.87873,0.86781,0.67994,0.74373,0.50967,0.9279,0.57611,1.15961,0.000169718,0.000169718,0.000169718
79,2788.03,0.49156,0.32218,0.87822,0.87962,0.68024,0.74016,0.51218,0.90997,0.57538,1.14324,0.000162649,0.000162649,0.000162649
80,2809.54,0.48328,0.31169,0.8723,0.87777,0.68122,0.74508,0.51496,0.91463,0.57489,1.14768,0.000155581,0.000155581,0.000155581
81,2857.98,0.48807,0.31162,0.87048,0.88531,0.67978,0.74715,0.51505,0.91702,0.5806,1.15193,0.000148512,0.000148512,0.000148512
82,2911.31,0.48655,0.3104,0.87198,0.88062,0.68341,0.74735,0.51472,0.91545,0.57049,1.1514,0.000141443,0.000141443,0.000141443
83,2941.05,0.48477,0.30543,0.87517,0.89639,0.68224,0.74808,0.52089,0.89954,0.56647,1.1394,0.000134375,0.000134375,0.000134375
